STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
ANDHRA PRADESH,2006,Stampede,0,0,0,1,0,1,0,0,0,1,0,1,2
ANDHRA PRADESH,2006,Suffocation,1,2,2,0,1,6,0,0,0,1,1,2,8
ANDHRA PRADESH,2006,Traffic Accidents (Road Accidents),508,3321,3493,2002,1062,10386,186,663,772,464,190,2275,12661
ANDHRA PRADESH,2006,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2006,Other Railway Accidents,12,410,648,436,217,1723,10,37,48,56,84,235,1958
ANDHRA PRADESH,2006,Other Causes (Please Specify),40,217,298,171,72,798,14,65,129,36,18,262,1060
ANDHRA PRADESH,2006,Causes Not Known,53,207,329,228,81,898,23,64,112,61,33,293,1191
ANDHRA PRADESH,2006,Total,1022,6150,7437,4444,1859,20912,406,1748,1927,1008,553,5642,26554
ANDHRA PRADESH,2006,Total Collapse,10,38,45,38,10,141,3,16,13,16,7,55,196
ANDHRA PRADESH,2006,Total Drowning,230,646,583,400,124,1983,62,122,190,78,33,485,2468
ANDHRA PRADESH,2006,Total Explosion,1,10,4,0,0,15,1,13,6,0,0,20,35
ANDHRA PRADESH,2006,Total Falls,53,296,359,267,92,1067,17,59,56,31,36,199,1266
ANDHRA PRADESH,2006,Total Fire,35,217,233,78,22,585,50,511,320,112,54,1047,1632
ANDHRA PRADESH,2006,Total Sudden Deaths,4,84,391,281,78,838,10,16,28,36,75,165,1003
ANDHRA PRADESH,2006,Total Poisoning,41,295,492,262,65,1155,17,133,194,89,16,449,1604
ANDHRA PRADESH,2006,Total Traffic Accidents,520,3731,4141,2438,1279,12109,196,700,820,520,274,2510,14619
ANDHRA PRADESH,2007,Air-Crash,0,0,2,0,0,2,0,0,0,0,0,0,2
ANDHRA PRADESH,2007,Collapse of Structure(House),3,7,21,8,1,40,3,5,6,1,2,17,57
ANDHRA PRADESH,2007,Collapse of Structure(Building),2,6,8,2,0,18,1,3,2,1,2,9,27
ANDHRA PRADESH,2007,Collapse of Structure(Dam),0,2,1,5,0,8,1,1,2,0,0,4,12
ANDHRA PRADESH,2007,Collapse of Structure(Bridge),0,1,2,2,0,5,0,0,0,0,0,0,5
ANDHRA PRADESH,2007,Collapse of Structure(Others),6,13,31,15,4,69,4,9,3,10,2,28,97
ANDHRA PRADESH,2007,Drowning (Boat Capsize),10,25,30,6,0,71,2,6,10,3,0,21,92
ANDHRA PRADESH,2007,Drowning(Other Cases),165,655,708,358,144,2030,48,169,158,77,43,495,2525
ANDHRA PRADESH,2007,Electrocution,30,384,569,205,49,1237,6,52,69,45,9,181,1418
ANDHRA PRADESH,2007,Explosion (Bomb explosion),8,18,5,3,1,35,1,2,2,1,0,6,41
ANDHRA PRADESH,2007,"Explosion(Other explosion like Boilers,",0,12,14,6,1,33,2,22,19,4,0,47,80
ANDHRA PRADESH,2007,Falls (Fall from Height),32,288,362,222,102,1006,11,44,51,25,23,154,1160
ANDHRA PRADESH,2007,Fall into Pit/Manhole,10,41,65,29,21,166,5,8,11,8,7,39,205
ANDHRA PRADESH,2007,Factory/Machine Accidents,1,20,24,7,0,52,1,1,0,2,1,5,57
ANDHRA PRADESH,2007,Fire (Fireworks/Crackers),1,5,2,1,0,9,1,0,2,0,0,3,12
ANDHRA PRADESH,2007,Fire (Short-Circuit),6,55,102,38,9,210,1,4,14,12,2,33,243
ANDHRA PRADESH,2007,Gas Cylinder/Stove Burst,15,69,62,27,11,184,21,270,201,74,19,585,769
ANDHRA PRADESH,2007,Other Fire Accidents,31,73,103,44,16,267,37,241,192,51,32,553,820
ANDHRA PRADESH,2007,Fire-Arms,0,0,2,0,0,2,0,0,0,0,0,0,2
ANDHRA PRADESH,2007,Sudden Deaths (Heart Attacks),3,19,62,139,43,266,1,5,1,27,17,51,317
ANDHRA PRADESH,2007,Epileptic Fits/Giddiness,2,30,30,38,17,117,2,5,12,9,2,30,147
ANDHRA PRADESH,2007,Abortions/Child Birth,0,0,0,0,0,0,0,7,7,0,0,14,14
ANDHRA PRADESH,2007,Influence of Alcohol,0,38,117,90,27,272,1,2,7,2,3,15,287
ANDHRA PRADESH,2007,Killed by animals,0,5,22,29,7,63,0,3,5,3,2,13,76
ANDHRA PRADESH,2007,Mines or quary disaster,0,3,6,2,0,11,0,0,0,0,0,0,11
ANDHRA PRADESH,2007,Food Poisioning/Accidental Intake of Ins,5,86,77,37,18,223,3,39,36,21,7,106,329
ANDHRA PRADESH,2007,Spurious/poisionous liquor,1,4,29,15,14,63,1,9,9,0,3,22,85
ANDHRA PRADESH,2007,Leakage of poisinous gases Etc.,0,5,4,0,0,9,0,0,0,0,0,0,9
ANDHRA PRADESH,2007,Snake Bite/Animal Bite,27,150,256,183,50,666,14,63,82,58,17,234,900
ANDHRA PRADESH,2007,Other,10,99,132,184,55,480,8,38,47,43,6,142,622
ANDHRA PRADESH,2007,Stampede,0,0,0,1,0,1,0,0,0,0,0,0,1
ANDHRA PRADESH,2007,Suffocation,0,6,9,5,3,23,3,2,5,0,2,12,35
ANDHRA PRADESH,2007,Traffic Accidents (Road Accidents),400,3635,4177,2434,758,11404,289,735,719,450,165,2358,13762
ANDHRA PRADESH,2007,Traffic Accidents (Rail-Road Accidents),0,0,3,0,0,3,0,0,0,0,0,0,3
ANDHRA PRADESH,2007,Other Railway Accidents,16,441,645,416,269,1787,15,46,62,88,76,287,2074
ANDHRA PRADESH,2007,Other Causes (Please Specify),45,190,406,307,157,1105,26,74,103,84,22,309,1414
ANDHRA PRADESH,2007,Causes Not Known,27,190,341,287,117,962,27,75,105,68,44,319,1281
ANDHRA PRADESH,2007,Total,856,6575,8429,5145,1894,22899,535,1940,1942,1167,508,6092,28991
ANDHRA PRADESH,2007,Total Collapse,11,29,63,32,5,140,9,18,13,12,6,58,198
ANDHRA PRADESH,2007,Total Drowning,175,680,738,364,144,2101,50,175,168,80,43,516,2617
ANDHRA PRADESH,2007,Total Explosion,8,30,19,9,2,68,3,24,21,5,0,53,121
ANDHRA PRADESH,2007,Total Falls,42,329,427,251,123,1172,16,52,62,33,30,193,1365
ANDHRA PRADESH,2007,Total Fire,53,202,269,110,36,670,60,515,409,137,53,1174,1844
ANDHRA PRADESH,2007,Total Sudden Deaths,5,87,209,267,87,655,4,19,27,38,22,110,765
ANDHRA PRADESH,2007,Total Poisoning,43,344,498,419,137,1441,26,149,174,122,33,504,1945
ANDHRA PRADESH,2007,Total Traffic Accidents,416,4076,4825,2850,1027,13194,304,781,781,538,241,2645,15839
ANDHRA PRADESH,2008,Air-Crash,0,2,1,2,1,6,0,0,0,0,0,0,6
ANDHRA PRADESH,2008,Collapse of Structure(House),2,22,11,11,9,55,1,7,1,6,7,22,77
ANDHRA PRADESH,2008,Collapse of Structure(Building),0,4,8,9,1,22,0,2,2,0,0,4,26
ANDHRA PRADESH,2008,Collapse of Structure(Dam),0,2,0,0,0,2,0,0,0,0,0,0,2
ANDHRA PRADESH,2008,Collapse of Structure(Bridge),0,0,2,0,2,4,0,0,0,0,0,0,4
ANDHRA PRADESH,2008,Collapse of Structure(Others),6,16,25,22,6,75,5,8,4,13,9,39,114
ANDHRA PRADESH,2008,Drowning (Boat Capsize),2,3,5,2,0,12,2,3,3,0,0,8,20
ANDHRA PRADESH,2008,Drowning(Other Cases),217,628,631,435,140,2051,68,151,123,77,86,505,2556
ANDHRA PRADESH,2008,Electrocution,25,411,505,297,29,1267,14,69,90,35,5,213,1480
ANDHRA PRADESH,2008,Explosion (Bomb explosion),0,1,0,0,0,1,0,0,0,0,0,0,1
ANDHRA PRADESH,2008,"Explosion(Other explosion like Boilers,",2,3,4,3,1,13,0,4,9,3,2,18,31
ANDHRA PRADESH,2008,Falls (Fall from Height),32,261,382,240,104,1019,9,25,44,30,18,126,1145
ANDHRA PRADESH,2008,Fall into Pit/Manhole,5,16,43,36,2,102,1,3,5,6,3,18,120
ANDHRA PRADESH,2008,Factory/Machine Accidents,0,11,8,3,3,25,0,0,1,2,0,3,28
ANDHRA PRADESH,2008,Fire (Fireworks/Crackers),1,7,3,2,0,13,0,1,1,3,4,9,22
ANDHRA PRADESH,2008,Fire (Short-Circuit),4,65,87,24,13,193,2,5,15,10,3,35,228
ANDHRA PRADESH,2008,Gas Cylinder/Stove Burst,6,37,31,21,10,105,19,221,175,46,56,517,622
ANDHRA PRADESH,2008,Other Fire Accidents,19,74,99,38,33,263,33,252,223,62,53,623,886
ANDHRA PRADESH,2008,Fire-Arms,0,4,3,1,2,10,0,0,0,1,1,2,12
ANDHRA PRADESH,2008,Sudden Deaths (Heart Attacks),3,23,79,173,87,365,0,3,6,29,35,73,438
ANDHRA PRADESH,2008,Epileptic Fits/Giddiness,7,22,44,30,25,128,5,5,5,11,5,31,159
ANDHRA PRADESH,2008,Abortions/Child Birth,0,0,0,0,0,0,2,3,1,0,0,6,6
ANDHRA PRADESH,2008,Influence of Alcohol,0,29,94,74,33,230,1,0,6,4,2,13,243
ANDHRA PRADESH,2008,Killed by animals,0,2,8,14,1,25,0,3,2,2,1,8,33
ANDHRA PRADESH,2008,Mines or quary disaster,0,2,3,1,0,6,0,0,0,0,0,0,6
ANDHRA PRADESH,2008,Food Poisioning/Accidental Intake of Ins,7,70,72,46,24,219,4,40,31,14,9,98,317
ANDHRA PRADESH,2008,Spurious/poisionous liquor,0,7,15,11,5,38,0,1,2,3,0,6,44
ANDHRA PRADESH,2008,Leakage of poisinous gases Etc.,0,2,3,2,0,7,0,0,4,0,0,4,11
ANDHRA PRADESH,2008,Snake Bite/Animal Bite,27,142,247,175,38,629,21,54,102,60,16,253,882
ANDHRA PRADESH,2008,Other,5,86,159,170,28,448,4,48,40,40,6,138,586
ANDHRA PRADESH,2008,Stampede,1,0,0,0,0,1,0,2,1,2,0,5,6
ANDHRA PRADESH,2008,Suffocation,2,1,3,3,1,10,1,0,0,0,0,1,11
ANDHRA PRADESH,2008,Traffic Accidents (Road Accidents),551,3652,4274,2492,815,11784,177,744,828,484,141,2374,14158
ANDHRA PRADESH,2008,Traffic Accidents (Rail-Road Accidents),1,0,3,1,0,5,0,0,0,0,0,0,5
ANDHRA PRADESH,2008,Other Railway Accidents,43,404,623,354,245,1669,11,45,100,64,54,274,1943
ANDHRA PRADESH,2008,Other Causes (Please Specify),35,214,474,499,165,1387,18,118,232,97,47,512,1899
ANDHRA PRADESH,2008,Causes Not Known,12,119,202,150,98,581,21,44,59,43,36,203,784
ANDHRA PRADESH,2008,Total,1015,6342,8151,5341,1921,22770,419,1861,2115,1147,599,6141,28911
ANDHRA PRADESH,2008,Total Collapse,8,44,46,42,18,158,6,17,7,19,16,65,223
ANDHRA PRADESH,2008,Total Drowning,219,631,636,437,140,2063,70,154,126,77,86,513,2576
ANDHRA PRADESH,2008,Total Explosion,2,4,4,3,1,14,0,4,9,3,2,18,32
ANDHRA PRADESH,2008,Total Falls,37,277,425,276,106,1121,10,28,49,36,21,144,1265
ANDHRA PRADESH,2008,Total Fire,30,183,220,85,56,574,54,479,414,121,116,1184,1758
ANDHRA PRADESH,2008,Total Sudden Deaths,10,74,217,277,145,723,8,11,18,44,42,123,846
ANDHRA PRADESH,2008,Total Poisoning,39,307,496,404,95,1341,29,143,179,117,31,499,1840
ANDHRA PRADESH,2008,Total Traffic Accidents,595,4056,4900,2847,1060,13458,188,789,928,548,195,2648,16106
ANDHRA PRADESH,2009,Air-Crash,0,0,1,3,1,5,0,0,0,0,0,0,5
ANDHRA PRADESH,2009,Collapse of Structure(House),2,5,11,11,3,32,4,1,5,3,1,14,46
ANDHRA PRADESH,2009,Collapse of Structure(Building),9,14,8,5,0,36,2,4,2,0,0,8,44
ANDHRA PRADESH,2009,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2009,Collapse of Structure(Bridge),0,1,2,2,0,5,0,0,0,0,0,0,5
ANDHRA PRADESH,2009,Collapse of Structure(Others),3,17,27,17,5,69,3,4,8,2,1,18,87
ANDHRA PRADESH,2009,Drowning (Boat Capsize),1,6,4,4,0,15,0,0,1,0,0,1,16
ANDHRA PRADESH,2009,Drowning(Other Cases),181,540,553,363,117,1754,59,126,178,94,50,507,2261
ANDHRA PRADESH,2009,Electrocution,55,368,419,259,48,1149,18,55,77,33,16,199,1348
ANDHRA PRADESH,2009,Explosion (Bomb explosion),0,3,5,3,0,11,0,0,2,1,0,3,14
ANDHRA PRADESH,2009,"Explosion(Other explosion like Boilers,",2,20,12,1,0,35,3,20,32,2,0,57,92
ANDHRA PRADESH,2009,Falls (Fall from Height),18,219,428,253,90,1008,13,28,47,36,21,145,1153
ANDHRA PRADESH,2009,Fall into Pit/Manhole,8,17,32,29,9,95,6,2,5,6,6,25,120
ANDHRA PRADESH,2009,Factory/Machine Accidents,0,6,15,3,2,26,0,1,1,3,0,5,31
ANDHRA PRADESH,2009,Fire (Fireworks/Crackers),2,2,1,0,0,5,0,0,0,0,0,0,5
ANDHRA PRADESH,2009,Fire (Short-Circuit),3,41,101,50,16,211,3,20,17,12,1,53,264
ANDHRA PRADESH,2009,Gas Cylinder/Stove Burst,4,21,47,23,9,104,15,126,176,76,31,424,528
ANDHRA PRADESH,2009,Other Fire Accidents,17,62,101,64,26,270,38,256,164,102,43,603,873
ANDHRA PRADESH,2009,Fire-Arms,0,1,4,3,2,10,0,0,1,0,0,1,11
ANDHRA PRADESH,2009,Sudden Deaths (Heart Attacks),0,0,124,163,119,406,0,0,44,23,17,84,490
ANDHRA PRADESH,2009,Epileptic Fits/Giddiness,6,14,29,11,13,73,7,3,4,2,0,16,89
ANDHRA PRADESH,2009,Abortions/Child Birth,0,0,0,0,0,0,0,3,1,0,0,4,4
ANDHRA PRADESH,2009,Influence of Alcohol,0,17,94,85,39,235,0,2,4,14,6,26,261
ANDHRA PRADESH,2009,Killed by animals,0,2,9,7,3,21,0,0,1,3,3,7,28
ANDHRA PRADESH,2009,Mines or quary disaster,0,1,4,3,0,8,1,3,0,0,0,4,12
ANDHRA PRADESH,2009,Food Poisioning/Accidental Intake of Ins,8,50,70,60,16,204,9,28,27,28,4,96,300
ANDHRA PRADESH,2009,Spurious/poisionous liquor,0,10,11,11,2,34,0,2,2,3,1,8,42
ANDHRA PRADESH,2009,Leakage of poisinous gases Etc.,0,8,15,6,0,29,0,3,5,3,2,13,42
ANDHRA PRADESH,2009,Snake Bite/Animal Bite,43,103,211,157,40,554,21,59,94,60,16,250,804
ANDHRA PRADESH,2009,Other,23,158,193,222,74,670,9,87,107,41,13,257,927
ANDHRA PRADESH,2009,Stampede,0,1,1,2,0,4,0,0,0,0,0,0,4
ANDHRA PRADESH,2009,Suffocation,0,2,0,5,2,9,0,0,0,0,2,2,11
ANDHRA PRADESH,2009,Traffic Accidents (Road Accidents),435,3390,4520,2734,987,12066,184,700,807,556,203,2450,14516
ANDHRA PRADESH,2009,Traffic Accidents (Rail-Road Accidents),0,1,1,0,0,2,0,0,0,0,0,0,2
ANDHRA PRADESH,2009,Other Railway Accidents,13,315,393,329,180,1230,8,35,43,41,47,174,1404
ANDHRA PRADESH,2009,Other Causes (Please Specify),34,156,311,209,110,820,16,76,109,72,43,316,1136
ANDHRA PRADESH,2009,Causes Not Known,40,115,280,217,84,736,25,69,63,52,35,244,980
ANDHRA PRADESH,2009,Total,907,5686,8037,5314,1997,21941,444,1713,2027,1268,562,6014,27955
ANDHRA PRADESH,2009,Total Collapse,14,37,48,35,8,142,9,9,15,5,2,40,182
ANDHRA PRADESH,2009,Total Drowning,182,546,557,367,117,1769,59,126,179,94,50,508,2277
ANDHRA PRADESH,2009,Total Explosion,2,23,17,4,0,46,3,20,34,3,0,60,106
ANDHRA PRADESH,2009,Total Falls,26,236,460,282,99,1103,19,30,52,42,27,170,1273
ANDHRA PRADESH,2009,Total Fire,26,126,250,137,51,590,56,402,357,190,75,1080,1670
ANDHRA PRADESH,2009,Total Sudden Deaths,6,31,247,259,171,714,7,8,53,39,23,130,844
ANDHRA PRADESH,2009,Total Poisoning,74,329,500,456,132,1491,39,179,235,135,36,624,2115
ANDHRA PRADESH,2009,Total Traffic Accidents,448,3706,4914,3063,1167,13298,192,735,850,597,250,2624,15922
ANDHRA PRADESH,2010,Air-Crash,0,0,3,0,0,3,0,0,0,0,0,0,3
ANDHRA PRADESH,2010,Collapse of Structure(House),2,3,20,19,8,52,3,4,13,8,2,30,82
ANDHRA PRADESH,2010,Collapse of Structure(Building),0,3,9,6,1,19,0,2,4,2,0,8,27
ANDHRA PRADESH,2010,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2010,Collapse of Structure(Bridge),0,0,1,0,0,1,0,0,0,0,0,0,1
ANDHRA PRADESH,2010,Collapse of Structure(Others),7,30,37,31,4,109,4,5,12,11,0,32,141
ANDHRA PRADESH,2010,Drowning (Boat Capsize),9,8,13,5,0,35,5,3,0,1,0,9,44
ANDHRA PRADESH,2010,Drowning(Other Cases),192,657,641,350,150,1990,50,165,148,73,48,484,2474
ANDHRA PRADESH,2010,Electrocution,28,319,350,229,79,1005,13,44,79,26,15,177,1182
ANDHRA PRADESH,2010,Explosion (Bomb explosion),0,1,1,0,0,2,1,1,0,0,0,2,4
ANDHRA PRADESH,2010,"Explosion(Other explosion like Boilers,",1,11,6,1,0,19,4,26,26,9,0,65,84
ANDHRA PRADESH,2010,Falls (Fall from Height),36,292,358,177,71,934,5,52,56,44,20,177,1111
ANDHRA PRADESH,2010,Fall into Pit/Manhole,13,25,32,22,6,98,5,4,2,6,0,17,115
ANDHRA PRADESH,2010,Factory/Machine Accidents,0,12,26,5,0,43,0,4,4,0,0,8,51
ANDHRA PRADESH,2010,Fire (Fireworks/Crackers),1,8,6,2,0,17,2,0,4,2,0,8,25
ANDHRA PRADESH,2010,Fire (Short-Circuit),5,85,85,33,7,215,1,21,22,11,3,58,273
ANDHRA PRADESH,2010,Gas Cylinder/Stove Burst,5,31,65,17,4,122,29,191,153,62,27,462,584
ANDHRA PRADESH,2010,Other Fire Accidents,21,99,99,63,25,307,43,250,198,99,39,629,936
ANDHRA PRADESH,2010,Fire-Arms,1,5,7,8,0,21,0,0,3,0,0,3,24
ANDHRA PRADESH,2010,Sudden Deaths (Heart Attacks),1,49,117,165,107,439,2,8,23,44,14,91,530
ANDHRA PRADESH,2010,Epileptic Fits/Giddiness,7,28,28,50,24,137,3,7,7,8,4,29,166
ANDHRA PRADESH,2010,Abortions/Child Birth,0,0,0,0,0,0,2,9,7,0,0,18,18
ANDHRA PRADESH,2010,Influence of Alcohol,1,31,116,81,17,246,0,0,1,1,0,2,248
ANDHRA PRADESH,2010,Killed by animals,5,16,21,17,9,68,2,6,8,3,0,19,87
ANDHRA PRADESH,2010,Mines or quary disaster,0,4,12,6,0,22,0,1,0,0,0,1,23
ANDHRA PRADESH,2010,Food Poisioning/Accidental Intake of Ins,7,43,68,57,8,183,0,18,26,12,2,58,241
ANDHRA PRADESH,2010,Spurious/poisionous liquor,1,34,53,31,7,126,0,14,13,5,6,38,164
ANDHRA PRADESH,2010,Leakage of poisinous gases Etc.,0,2,1,0,0,3,0,1,0,0,0,1,4
ANDHRA PRADESH,2010,Snake Bite/Animal Bite,42,140,189,150,42,563,14,88,93,62,20,277,840
ANDHRA PRADESH,2010,Other,14,261,281,255,54,865,5,81,73,75,18,252,1117
ANDHRA PRADESH,2010,Stampede,0,0,1,0,0,1,0,0,2,0,0,2,3
ANDHRA PRADESH,2010,Suffocation,0,3,2,3,4,12,0,1,1,0,0,2,14
ANDHRA PRADESH,2010,Traffic Accidents (Road Accidents),338,4088,4821,2738,906,12891,126,765,908,467,180,2446,15337
ANDHRA PRADESH,2010,Traffic Accidents (Rail-Road Accidents),2,148,220,152,87,609,2,8,23,25,24,82,691
ANDHRA PRADESH,2010,Other Railway Accidents,5,167,456,406,40,1074,8,39,60,15,6,128,1202
ANDHRA PRADESH,2010,Other Causes (Please Specify),26,134,215,170,75,620,24,88,41,34,27,214,834
ANDHRA PRADESH,2010,Causes Not Known,21,99,141,81,39,381,8,25,40,12,10,95,476
ANDHRA PRADESH,2010,Total,791,6836,8501,5330,1774,23232,361,1931,2050,1117,465,5924,29156
ANDHRA PRADESH,2010,Total Collapse,9,36,67,56,13,181,7,11,29,21,2,70,251
ANDHRA PRADESH,2010,Total Drowning,201,665,654,355,150,2025,55,168,148,74,48,493,2518
ANDHRA PRADESH,2010,Total Explosion,1,12,7,1,0,21,5,27,26,9,0,67,88
ANDHRA PRADESH,2010,Total Falls,49,317,390,199,77,1032,10,56,58,50,20,194,1226
ANDHRA PRADESH,2010,Total Fire,32,223,255,115,36,661,75,462,377,174,69,1157,1818
ANDHRA PRADESH,2010,Total Sudden Deaths,9,108,261,296,148,822,7,24,38,53,18,140,962
ANDHRA PRADESH,2010,Total Poisoning,64,480,592,493,111,1740,19,202,205,154,46,626,2366
ANDHRA PRADESH,2010,Total Traffic Accidents,345,4403,5497,3296,1033,14574,136,812,991,507,210,2656,17230
ANDHRA PRADESH,2011,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2011,Collapse of Structure(House),4,6,16,11,0,37,4,3,6,4,2,19,56
ANDHRA PRADESH,2011,Collapse of Structure(Building),2,24,33,22,3,84,1,11,7,5,2,26,110
ANDHRA PRADESH,2011,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2011,Collapse of Structure(Bridge),0,1,0,1,1,3,0,0,0,0,0,0,3
ANDHRA PRADESH,2011,Collapse of Structure(Others),8,63,73,28,15,187,4,13,19,11,4,51,238
ANDHRA PRADESH,2011,Drowning (Boat Capsize),1,2,5,5,0,13,0,0,0,0,0,0,13
ANDHRA PRADESH,2011,Drowning(Other Cases),178,710,723,499,169,2279,75,156,168,91,73,563,2842
ANDHRA PRADESH,2011,Electrocution,35,276,290,178,31,810,9,37,70,32,12,160,970
ANDHRA PRADESH,2011,Explosion (Bomb explosion),0,4,1,0,0,5,0,1,0,1,0,2,7
ANDHRA PRADESH,2011,"Explosion(Other explosion like Boilers,",0,14,14,11,12,51,3,10,13,7,4,37,88
ANDHRA PRADESH,2011,Falls (Fall from Height),35,241,358,256,67,957,10,47,57,33,23,170,1127
ANDHRA PRADESH,2011,Fall into Pit/Manhole,10,21,27,21,20,99,4,7,2,4,8,25,124
ANDHRA PRADESH,2011,Factory/Machine Accidents,0,8,8,11,2,29,0,3,2,1,1,7,36
ANDHRA PRADESH,2011,Fire (Fireworks/Crackers),1,0,1,0,0,2,0,0,1,1,0,2,4
ANDHRA PRADESH,2011,Fire (Short-Circuit),8,116,115,59,12,310,2,16,14,4,1,37,347
ANDHRA PRADESH,2011,Gas Cylinder/Stove Burst,4,33,33,10,9,89,16,151,109,33,28,337,426
ANDHRA PRADESH,2011,Other Fire Accidents,36,148,168,83,70,505,41,286,240,113,103,783,1288
ANDHRA PRADESH,2011,Fire-Arms,0,0,1,0,0,1,0,1,1,0,1,3,4
ANDHRA PRADESH,2011,Sudden Deaths (Heart Attacks),2,17,98,168,83,368,0,6,25,67,24,122,490
ANDHRA PRADESH,2011,Epileptic Fits/Giddiness,5,19,26,18,17,85,4,5,14,14,13,50,135
ANDHRA PRADESH,2011,Abortions/Child Birth,0,0,0,0,0,0,2,7,2,0,0,11,11
ANDHRA PRADESH,2011,Influence of Alcohol,0,29,68,75,48,220,0,0,3,4,3,10,230
ANDHRA PRADESH,2011,Killed by animals,1,2,6,13,3,25,1,0,1,1,1,4,29
ANDHRA PRADESH,2011,Mines or quary disaster,0,1,3,4,0,8,0,1,1,0,0,2,10
ANDHRA PRADESH,2011,Food Poisioning/Accidental Intake of Ins,23,53,45,65,40,226,23,17,15,10,19,84,310
ANDHRA PRADESH,2011,Spurious/poisionous liquor,0,20,33,12,4,69,0,4,3,0,2,9,78
ANDHRA PRADESH,2011,Leakage of poisinous gases Etc.,1,0,0,1,0,2,0,0,0,0,0,0,2
ANDHRA PRADESH,2011,Snake Bite/Animal Bite,25,115,182,128,36,486,27,66,90,61,25,269,755
ANDHRA PRADESH,2011,Other,24,327,506,247,102,1206,19,135,118,69,27,368,1574
ANDHRA PRADESH,2011,Stampede,4,59,45,29,16,153,3,5,8,11,6,33,186
ANDHRA PRADESH,2011,Suffocation,0,0,5,2,1,8,0,1,1,0,2,4,12
ANDHRA PRADESH,2011,Traffic Accidents (Road Accidents),348,4257,4547,2518,858,12528,142,855,925,509,199,2630,15158
ANDHRA PRADESH,2011,Traffic Accidents (Rail-Road Accidents),4,128,203,166,83,584,3,18,22,30,21,94,678
ANDHRA PRADESH,2011,Other Railway Accidents,5,264,342,293,166,1070,2,70,97,77,54,300,1370
ANDHRA PRADESH,2011,Other Causes (Please Specify),36,118,199,178,93,624,13,49,61,37,32,192,816
ANDHRA PRADESH,2011,Causes Not Known,3,59,87,63,27,239,3,20,22,15,16,76,315
ANDHRA PRADESH,2011,Total,803,7135,8261,5175,1988,23362,411,2001,2117,1245,706,6480,29842
ANDHRA PRADESH,2011,Total Collapse,14,94,122,62,19,311,9,27,32,20,8,96,407
ANDHRA PRADESH,2011,Total Drowning,179,712,728,504,169,2292,75,156,168,91,73,563,2855
ANDHRA PRADESH,2011,Total Explosion,0,18,15,11,12,56,3,11,13,8,4,39,95
ANDHRA PRADESH,2011,Total Falls,45,262,385,277,87,1056,14,54,59,37,31,195,1251
ANDHRA PRADESH,2011,Total Fire,49,297,317,152,91,906,59,453,364,151,132,1159,2065
ANDHRA PRADESH,2011,Total Sudden Deaths,7,65,192,261,148,673,6,18,44,85,40,193,866
ANDHRA PRADESH,2011,Total Poisoning,73,515,766,453,182,1989,69,222,226,140,73,730,2719
ANDHRA PRADESH,2011,Total Traffic Accidents,357,4649,5092,2977,1107,14182,147,943,1044,616,274,3024,17206
ANDHRA PRADESH,2012,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2012,Collapse of Structure(House),1,1,11,2,1,16,3,3,5,6,1,18,34
ANDHRA PRADESH,2012,Collapse of Structure(Building),1,3,12,10,1,27,1,2,11,0,2,16,43
ANDHRA PRADESH,2012,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2012,Collapse of Structure(Bridge),0,0,1,0,0,1,0,1,0,0,0,1,2
ANDHRA PRADESH,2012,Collapse of Structure(Others),6,39,42,30,11,128,1,7,15,9,6,38,166
ANDHRA PRADESH,2012,Drowning (Boat Capsize),0,5,5,5,0,15,2,2,1,0,0,5,20
ANDHRA PRADESH,2012,Drowning(Other Cases),159,512,562,350,128,1711,47,93,120,72,42,374,2085
ANDHRA PRADESH,2012,Electrocution,29,235,271,140,37,712,12,45,78,23,10,168,880
ANDHRA PRADESH,2012,Explosion (Bomb explosion),0,3,5,5,2,15,0,0,0,1,1,2,17
ANDHRA PRADESH,2012,"Explosion(Other explosion like Boilers,",0,12,19,4,0,35,2,19,10,1,0,32,67
ANDHRA PRADESH,2012,Falls (Fall from Height),25,190,351,242,101,909,17,50,77,48,31,223,1132
ANDHRA PRADESH,2012,Fall into Pit/Manhole,6,19,32,23,8,88,0,1,2,1,0,4,92
ANDHRA PRADESH,2012,Factory/Machine Accidents,4,20,14,6,2,46,0,1,4,0,0,5,51
ANDHRA PRADESH,2012,Fire (Fireworks/Crackers),2,8,1,4,0,15,1,3,0,1,0,5,20
ANDHRA PRADESH,2012,Fire (Short-Circuit),6,77,97,51,10,241,5,13,8,7,3,36,277
